millis,arduinoId,temp,temp_dht22,humidity,humidity_dht22,pressure,illuminance,uva,uvb,uvIndex
2301582,1,19.21,16.90,77.46,69.40,101.35,1612.90,401.81,162.19,0.50
2364971,1,19.25,17.00,75.69,68.10,101.36,1612.90,405.82,164.60,0.51
2428460,1,19.25,17.10,74.50,66.50,101.35,1612.90,403.84,161.79,0.50
2491955,1,19.20,17.00,74.55,66.30,101.35,1614.52,402.29,159.10,0.50
2555446,1,19.36,17.10,73.37,65.50,101.36,1614.52,403.86,161.98,0.50
2618939,1,19.55,17.30,72.73,64.70,101.36,1614.52,398.67,155.00,0.49
2682434,1,19.66,17.30,72.19,64.40,101.35,1614.52,390.05,143.90,0.47
2745928,1,19.46,17.30,72.20,65.40,101.35,1614.52,384.96,139.30,0.46
2809418,1,19.23,17.40,72.85,65.60,101.35,1612.90,395.57,154.62,0.49
2872914,1,19.48,17.40,72.23,64.40,101.35,1612.90,390.13,150.09,0.48
2936506,1,19.80,17.50,70.88,63.90,101.34,1612.90,394.09,155.71,0.49
2999996,1,19.95,17.60,70.34,64.30,101.34,1612.90,397.62,163.21,0.50
3063591,1,19.80,17.50,69.83,63.40,101.34,1612.90,401.50,164.64,0.51
3127013,1,20.18,17.60,70.24,65.20,101.34,1612.90,401.39,163.85,0.51
3190480,1,19.77,17.80,69.03,62.20,101.34,1612.90,405.48,168.45,0.51
3253964,1,19.91,17.80,70.09,63.90,101.34,1611.29,406.48,169.45,0.52
3317668,1,20.09,17.70,69.14,62.90,101.34,1614.52,406.71,168.81,0.52
3381258,1,20.37,17.80,68.94,64.20,101.34,1612.90,405.93,167.76,0.51
3444757,1,19.87,17.80,68.19,61.80,101.34,1612.90,400.26,165.50,0.51
3508379,1,19.86,17.80,69.28,63.60,101.34,1612.90,387.88,152.54,0.48
3571841,1,19.93,17.90,69.97,64.90,101.34,1612.90,375.14,142.87,0.46
3635228,1,20.50,18.00,69.18,63.60,101.34,1614.52,370.93,142.70,0.46
3699123,1,20.55,18.00,67.87,62.40,101.34,1612.90,357.13,135.66,0.44
3762629,1,20.77,18.10,67.20,62.60,101.33,1612.90,369.14,151.50,0.47
3826009,1,20.75,18.10,66.92,61.20,101.34,1616.13,343.97,136.11,0.43
3889346,1,20.79,18.30,66.63,61.50,101.34,1617.74,293.24,98.39,0.34
3952789,1,20.61,18.50,65.22,59.20,101.33,1614.52,347.60,148.79,0.45
4016180,1,20.61,18.40,66.36,59.80,101.34,1614.52,322.99,127.67,0.40
4079671,1,20.34,18.10,67.08,60.70,101.34,1612.90,336.54,133.96,0.42
4143162,1,19.96,18.10,67.84,61.00,101.34,1611.29,367.84,170.59,0.49
4206682,1,20.02,17.90,68.85,61.20,101.34,1612.90,365.85,171.00,0.49
4270147,1,19.86,17.90,69.50,61.70,101.34,1611.29,362.02,168.73,0.48
4333638,1,19.82,17.80,69.88,62.20,101.33,1609.68,384.75,194.85,0.53
4397032,1,19.87,17.80,70.61,62.20,101.34,1611.29,378.74,187.44,0.52
4460424,1,19.61,17.80,70.73,62.00,101.33,1608.06,374.73,185.03,0.51
4523914,1,19.18,17.70,72.34,62.30,101.34,1609.68,381.07,196.18,0.53
4587409,1,19.57,17.70,74.48,64.70,101.33,1609.68,382.45,198.71,0.54
4651000,1,19.84,17.80,74.52,63.50,101.34,1611.29,359.95,183.35,0.50
4714501,1,20.09,17.90,72.87,62.70,101.33,1609.68,365.14,184.93,0.51
4777982,1,20.20,18.20,72.43,61.90,101.34,1611.29,347.06,158.68,0.46
4841476,1,19.77,18.10,71.92,61.20,101.33,1612.90,364.64,179.86,0.50
4904964,1,19.96,18.30,72.66,61.20,101.33,1606.45,391.16,219.01,0.57
4968459,1,19.79,18.10,73.37,60.50,101.33,1609.68,405.87,226.48,0.59
5031953,1,19.77,17.90,73.54,61.50,101.33,1620.97,393.71,152.35,0.48
5095442,1,20.21,18.20,71.28,61.30,101.34,1624.19,404.09,124.02,0.46
5159038,1,21.09,18.70,69.10,60.30,101.34,1625.81,428.16,119.77,0.47
5222434,1,22.39,19.40,65.67,58.40,101.34,1629.03,451.71,117.60,0.48
5286439,1,23.36,20.30,60.30,55.40,101.33,1624.19,480.74,184.29,0.59
5349829,1,24.34,20.80,58.37,53.70,101.33,1627.42,547.76,222.16,0.69
5413724,1,25.21,21.00,52.28,52.50,101.33,1624.19,476.14,201.43,0.61
5477217,1,25.34,21.10,51.35,51.20,101.33,1614.52,348.39,134.72,0.43
5540612,1,23.95,20.80,55.68,52.00,101.33,1609.68,343.78,126.66,0.42
5604102,1,23.05,20.30,57.76,53.20,101.32,1609.68,337.04,116.36,0.40
5667599,1,22.66,20.00,58.97,55.00,101.32,1612.90,350.90,122.37,0.41
5731087,1,22.18,19.60,59.00,56.00,101.33,1625.81,729.40,458.79,1.13
5794600,1,22.02,20.10,52.21,55.20,101.35,1627.42,839.56,488.49,1.25
5858071,1,23.62,20.70,48.97,53.30,101.36,1617.74,448.37,181.53,0.56
5921459,1,23.87,20.60,55.01,54.60,101.34,1616.13,396.94,138.61,0.47
5984849,1,23.29,20.60,54.90,53.00,101.34,1617.74,423.28,136.76,0.49
6048240,1,22.73,20.50,54.11,52.50,101.34,1620.97,463.70,125.64,0.50
6111735,1,23.07,20.60,50.19,53.10,101.36,1619.35,443.29,113.54,0.47
6175169,1,23.43,20.70,48.89,53.80,101.34,1620.97,443.80,97.42,0.45
6238612,1,23.68,20.90,42.88,52.80,101.33,1624.19,548.51,95.95,0.52
6302107,1,23.20,20.60,34.97,53.00,101.32,1620.97,487.89,108.22,0.50
6365593,1,23.37,20.90,42.01,51.60,101.31,1620.97,460.95,97.93,0.46
6429089,1,23.68,21.30,41.63,53.10,101.31,1620.97,502.33,106.86,0.51
6492581,1,24.02,21.50,42.11,50.70,101.31,1614.52,429.73,126.58,0.48
6556074,1,23.75,21.20,49.61,50.10,101.31,1616.13,460.02,135.34,0.51
6619601,1,23.25,20.90,49.26,51.60,101.31,1616.13,445.59,130.39,0.49
6683161,1,23.09,20.70,50.83,52.80,101.31,1617.74,471.38,122.25,0.50
6746658,1,21.95,20.60,50.54,52.00,101.31,1612.90,409.52,136.24,0.48
6810251,1,22.54,20.60,56.25,53.40,101.30,1612.90,444.52,187.99,0.57
6873843,1,21.27,20.30,57.98,52.90,101.30,1612.90,417.45,138.46,0.48
6937334,1,21.04,20.20,57.63,53.40,101.30,1612.90,420.97,144.18,0.49
7000766,1,21.43,20.00,58.25,54.80,101.30,1614.52,406.91,118.12,0.45
7064320,1,21.84,20.20,56.94,54.90,101.29,1614.52,415.81,113.94,0.45
7128025,1,22.34,20.20,55.17,54.70,101.30,1616.13,428.67,104.76,0.45
7191405,1,21.86,20.60,51.67,53.00,101.29,1616.13,505.87,209.67,0.64
7254899,1,22.18,20.70,55.63,52.90,101.29,1622.58,566.51,67.15,0.50
7318393,1,23.25,21.20,38.15,52.30,101.29,1624.19,626.27,74.27,0.55
7381888,1,24.62,22.30,29.65,49.80,101.29,1619.35,523.52,126.39,0.55
7445482,1,24.12,22.70,43.04,47.40,101.29,1616.13,445.05,114.74,0.47
7508973,1,24.04,22.40,48.83,48.70,101.29,1614.52,437.65,126.19,0.48
7572565,1,24.27,22.30,49.73,49.50,101.29,1616.13,460.79,127.98,0.50
7636012,1,23.07,21.80,45.63,48.50,101.29,1616.13,443.66,130.17,0.49
7699558,1,22.23,21.80,49.75,47.70,101.29,1617.74,490.40,137.33,0.54
7763038,1,22.98,21.90,45.90,47.90,101.29,1625.81,662.11,94.38,0.61
7826636,1,24.11,22.40,31.58,48.10,101.28,1627.42,879.19,133.76,0.82
7890126,1,25.32,22.70,22.33,47.60,101.28,1632.26,1115.09,-35.76,0.77
7953618,1,27.61,23.60,-3.94,45.10,101.27,1632.26,1145.04,-89.18,0.72
8017420,1,29.96,24.90,-11.73,43.00,101.27,1632.26,1100.60,-148.51,0.61
8080913,1,29.73,25.80,-14.88,39.50,101.27,1627.42,838.51,109.49,0.75
8144403,1,29.21,25.70,16.12,40.80,101.28,1630.65,992.64,-37.42,0.68
8207832,1,29.71,26.00,-2.34,38.90,101.27,1632.26,1141.08,-181.14,0.60
8271388,1,31.00,27.10,-18.20,37.30,101.27,1620.97,731.64,189.78,0.78
8334983,1,31.70,27.20,22.91,36.90,101.28,1625.81,826.66,119.83,0.76
8398578,1,30.04,26.10,17.08,37.00,101.28,1630.65,1055.70,-104.36,0.64
8462068,1,29.87,25.70,-3.60,37.40,101.27,1625.81,865.83,93.96,0.75
8525563,1,29.89,25.60,13.78,37.40,101.28,1629.03,1002.31,-24.07,0.70
8589157,1,29.27,25.40,1.96,37.20,101.28,1633.87,1398.20,-405.66,0.50
8652755,1,31.30,26.70,-33.49,36.40,101.26,1629.03,1000.32,25.71,0.76
8716251,1,31.48,27.10,-1.34,35.80,101.27,1629.03,1070.93,22.80,0.81
8779735,1,31.86,27.40,-6.49,36.60,101.27,1630.65,1362.09,-133.91,0.82
8843229,1,33.64,29.10,-33.53,34.20,101.26,1630.65,1333.23,-68.41,0.89
8906741,1,33.00,29.20,-33.89,33.80,101.26,1627.42,1230.30,78.31,1.00
8970212,1,33.89,29.70,-25.77,33.20,101.26,1624.19,1248.17,121.07,1.07
9033705,1,34.63,30.00,-26.23,33.80,101.26,1622.58,1178.63,128.39,1.03
9097128,1,33.39,29.90,-22.21,31.50,101.26,1620.97,1033.28,155.09,0.96
9160594,1,31.73,29.20,-8.54,31.60,101.26,1619.35,848.45,227.88,0.92
9224083,1,31.73,28.90,10.34,33.10,101.27,1617.74,790.07,245.78,0.90
9287574,1,29.77,27.90,16.30,33.30,101.27,1619.35,853.86,220.61,0.91
9351166,1,28.62,26.90,14.71,34.70,101.27,1619.35,897.37,241.12,0.97
9414661,1,28.84,26.50,14.43,35.20,101.26,1619.35,867.17,271.56,0.99
9478155,1,28.23,25.90,17.80,36.20,101.26,1619.35,913.89,276.44,1.03
9541655,1,27.79,25.50,17.19,36.80,101.26,1620.97,1143.14,158.16,1.04
9605036,1,27.70,25.50,1.48,37.50,101.25,1622.58,1448.35,2.81,1.06
9668528,1,29.20,26.30,-18.32,37.70,101.24,1622.58,1389.10,60.86,1.09
9732128,1,29.55,27.00,-14.95,35.90,101.25,1622.58,1689.80,-5.94,1.23
9795543,1,31.39,28.00,-28.80,35.40,101.24,1622.58,1865.75,-16.36,1.34
9859210,1,33.23,28.00,-37.90,35.30,101.23,1622.58,1544.68,135.32,1.30
9922805,1,34.07,28.10,-25.04,34.70,101.24,1622.58,1358.43,204.63,1.26
9986407,1,33.80,28.40,-17.16,33.50,101.24,1622.58,1385.01,191.95,1.26
10050020,1,33.09,29.00,-18.81,32.80,101.24,1624.19,1622.04,144.18,1.37
10113794,1,33.13,29.40,-31.05,31.50,101.24,1624.19,1514.59,226.07,1.40
10177387,1,34.13,29.60,-25.32,33.00,101.24,1624.19,1375.87,272.42,1.36
10240876,1,33.05,29.40,-18.52,32.10,101.24,1622.58,1231.96,311.59,1.30
10304474,1,32.73,29.20,-11.10,32.00,101.25,1622.58,1244.95,318.01,1.32
10367968,1,31.50,29.50,-11.11,31.10,101.24,1624.19,1253.02,330.79,1.34
10431488,1,32.02,28.50,-10.25,32.70,101.24,1624.19,1159.19,341.75,1.29
10495579,1,32.00,28.10,-3.83,35.10,101.25,1625.81,1178.82,350.83,1.32
10559163,1,30.91,27.00,-3.93,35.10,101.25,1625.81,1226.89,352.84,1.35
10622654,1,32.13,27.00,-6.02,36.40,101.24,1629.03,1253.03,350.06,1.37
10686158,1,32.00,26.70,-8.45,34.80,101.24,1629.03,1402.74,349.19,1.48
10750383,1,32.80,27.20,-15.26,35.70,101.24,1630.65,1516.82,335.19,1.54
10813952,1,31.04,27.10,-19.13,34.40,101.23,1629.03,1605.96,485.10,1.80
10877572,1,30.32,27.10,-13.78,33.70,101.23,1627.42,1343.77,455.94,1.57
10941960,1,30.71,27.20,1.20,34.20,101.23,1630.65,1533.68,363.63,1.59
11008622,1,31.27,27.30,-10.29,34.40,101.23,1629.03,1329.70,270.70,1.32
11072219,1,29.30,26.60,-7.88,34.70,101.23,1625.81,1039.26,311.88,1.16
11135813,1,29.37,26.40,9.14,35.40,101.24,1627.42,1058.96,304.57,1.17
11200840,1,28.48,25.90,9.17,36.40,101.23,1630.65,1336.97,258.27,1.31
11264336,1,29.14,26.10,-7.22,36.20,101.23,1632.26,1599.70,231.99,1.47
11327830,1,31.14,26.80,-21.80,37.10,101.22,1633.87,1626.28,199.94,1.45
11391432,1,30.87,27.20,-25.84,34.40,101.21,1632.26,1543.87,204.44,1.39
11455526,1,31.11,27.20,-22.05,33.90,101.21,1632.26,1648.61,148.60,1.40
11518960,1,30.87,27.00,-27.63,35.00,101.21,1632.26,1665.46,120.72,1.37
11582520,1,31.23,28.00,-30.48,33.40,101.21,1633.87,1681.94,112.09,1.37
11646105,1,30.96,27.80,-32.05,32.90,101.20,1632.26,1672.39,173.17,1.45
11709698,1,32.77,28.80,-30.90,33.00,101.20,1632.26,1627.76,207.12,1.46
11773304,1,31.57,28.00,-29.72,32.00,101.20,1632.26,1714.86,238.56,1.56
11836795,1,31.45,28.20,-32.88,32.10,101.20,1633.87,1676.82,307.55,1.62
11900383,1,32.05,28.50,-30.84,31.70,101.21,1632.26,1712.24,356.69,1.71
11963887,1,32.70,29.20,-31.63,30.80,101.20,1633.87,1825.92,410.02,1.87
12027570,1,33.63,29.30,-34.48,31.10,101.20,1633.87,1839.14,463.74,1.94
12091064,1,33.79,28.60,-33.17,32.80,101.20,1632.26,1814.25,484.30,1.95
12154662,1,32.43,28.80,-32.68,30.30,101.20,1632.26,1744.22,519.44,1.95
12218250,1,31.73,28.70,-27.47,30.90,101.21,1632.26,1783.72,599.80,2.08
12281848,1,31.55,28.90,-29.43,30.40,101.20,1632.26,1621.50,591.32,1.95
12345750,1,31.98,28.90,-31.23,30.60,101.20,1632.26,1024.54,170.70,0.97
12409243,1,31.64,28.70,-32.23,29.70,101.20,1632.26,608.11,-60.10,0.37
12472844,1,31.54,27.80,-29.12,30.60,101.19,1630.65,595.07,42.00,0.49
12536430,1,32.63,28.00,-25.91,30.50,101.20,1632.26,630.61,100.51,0.59
12599923,1,32.30,28.10,-23.94,31.10,101.20,1630.65,693.90,190.79,0.75
12663415,1,32.29,28.10,-17.90,31.30,101.20,1630.65,713.90,211.16,0.80
12727008,1,33.13,28.30,-20.27,30.80,101.20,1632.26,726.70,221.77,0.81
12816698,1,33.32,28.30,-23.44,30.30,101.19,1627.42,789.67,316.10,0.99
12887823,1,32.43,27.70,-7.53,31.10,101.20,1632.26,721.58,213.94,0.80
12958877,1,33.43,29.10,-30.41,30.60,101.19,1632.26,717.96,212.27,0.80
13029932,1,32.70,29.50,-29.44,30.20,101.19,1630.65,752.92,272.44,0.90
13100988,1,34.29,29.50,-18.18,31.70,101.20,1632.26,724.26,227.84,0.82
13172042,1,33.13,29.20,-26.99,30.00,101.19,1629.03,743.24,263.77,0.88
13243098,1,32.88,28.90,-18.60,32.60,101.20,1629.03,745.14,284.88,0.91
13314154,1,31.98,28.50,-12.05,31.30,101.19,1625.81,778.04,358.80,1.03
13385210,1,30.25,27.20,7.90,32.30,101.21,1624.19,753.57,347.73,1.00
13456265,1,29.05,26.40,14.09,35.70,101.22,1622.58,743.33,354.02,1.00
13527320,1,28.11,25.90,18.45,35.40,101.21,1620.97,749.10,367.72,1.02
13598376,1,26.73,24.90,23.37,35.70,101.21,1624.19,741.96,345.47,0.99
13669431,1,26.89,24.10,18.65,36.50,101.21,1625.81,717.55,284.56,0.89
13740487,1,27.27,24.20,6.08,36.80,101.20,1627.42,696.42,224.23,0.80
13811542,1,28.95,24.60,-5.56,35.10,101.20,1630.65,663.34,137.63,0.66
13882598,1,30.71,25.70,-17.15,36.90,101.16,1633.87,675.27,-5.50,0.49
13953653,1,31.04,26.80,-32.32,33.00,101.09,1633.87,1237.68,261.88,1.24
14024709,1,32.50,28.00,-36.31,33.40,101.14,1635.48,2315.82,838.70,2.78
14095764,1,34.96,28.80,-46.44,31.60,101.20,1633.87,2395.41,824.84,2.82
14166820,1,36.20,30.00,-49.66,30.10,101.27,1635.48,2333.28,768.80,2.70
14237875,1,36.82,30.70,-49.68,29.40,101.34,1633.87,2287.03,724.79,2.61
14308930,1,37.39,31.40,-50.85,29.50,101.17,1633.87,2138.65,658.00,2.41
14379986,1,37.00,32.20,-49.19,28.50,101.14,1635.48,2167.19,664.02,2.44
14451042,1,37.96,32.30,-50.42,28.50,101.14,1633.87,2122.07,638.45,2.38
14522097,1,37.29,32.90,-44.35,27.60,101.14,1632.26,1722.23,633.86,2.08
14593153,1,38.45,32.10,-15.93,27.90,101.16,1633.87,2239.63,645.49,2.47
14664208,1,38.00,32.00,-19.11,28.10,101.14,1635.48,2279.45,590.00,2.43
14735264,1,37.63,31.90,-5.80,28.50,101.13,1635.48,2260.30,573.23,2.39
14806319,1,38.43,32.00,-9.13,27.90,101.13,1633.87,2242.30,522.29,2.31
14877375,1,36.61,30.60,-19.71,28.20,101.12,1635.48,2419.06,522.12,2.44
14948430,1,38.82,31.60,-51.70,29.50,101.13,1637.10,2614.02,519.28,2.58
15019486,1,40.96,34.00,-60.00,27.90,101.12,1635.48,2555.88,520.72,2.54
15090540,1,40.50,34.10,-59.40,25.60,101.12,1635.48,2679.03,572.26,2.70
15161596,1,40.04,34.00,-61.35,25.60,101.13,1635.48,2747.81,655.39,2.86
15232651,1,41.89,33.80,-62.99,25.90,101.12,1633.87,2530.52,716.69,2.78
15303706,1,40.91,33.70,-58.99,25.10,101.13,1635.48,2792.07,758.37,3.02
15374761,1,40.11,34.70,-61.90,24.80,101.12,1637.10,2881.65,774.57,3.11
15445816,1,39.09,34.60,-62.26,24.50,101.11,1635.48,2978.82,769.04,3.17
15516871,1,40.54,34.00,-62.85,26.30,101.10,1635.48,2876.66,708.58,3.02
15587926,1,40.64,33.90,-62.03,25.60,101.10,1635.48,2812.92,666.63,2.92
15658981,1,40.04,34.40,-61.56,25.10,101.10,1635.48,2898.02,713.67,3.04
15730036,1,42.05,34.20,-62.61,25.10,101.10,1630.65,1959.34,735.02,2.38
15801091,1,39.68,33.40,-31.18,25.60,101.13,1629.03,1593.73,691.13,2.06
15872146,1,36.71,32.00,-12.05,27.20,101.14,1635.48,2903.26,713.33,3.04
15943201,1,40.21,32.40,-62.90,27.70,101.09,1635.48,2894.33,775.92,3.13
16014256,1,41.16,33.90,-62.71,27.00,101.09,1637.10,2861.66,821.79,3.16
16085312,1,39.82,34.10,-62.20,26.90,101.10,1635.48,2905.36,904.13,3.29
16156367,1,42.11,35.10,-62.13,28.30,101.09,1635.48,2791.63,898.76,3.20
16227422,1,41.23,36.00,-62.02,25.10,101.09,1635.48,2530.19,825.06,2.92
16298477,1,38.79,34.60,-58.61,25.80,101.10,1632.26,1970.01,741.04,2.40
16369533,1,38.25,33.10,-39.75,26.50,101.12,1632.26,1782.86,652.38,2.15
16440587,1,36.91,31.50,-35.57,28.10,101.13,1630.65,1609.87,599.96,1.95
16511642,1,36.61,31.40,-29.51,28.80,101.13,1630.65,1476.46,568.09,1.81
16582698,1,33.93,30.30,-21.91,29.10,101.13,1629.03,1425.72,578.25,1.79
16653753,1,34.16,30.00,-17.09,29.60,101.14,1632.26,1705.84,568.42,1.98
16724808,1,32.27,29.20,-33.71,31.40,101.12,1632.26,1690.74,586.27,1.99
16795864,1,33.32,29.60,-31.66,33.70,101.12,1635.48,1924.67,635.26,2.23
16866920,1,34.70,29.90,-43.02,31.40,101.11,1633.87,2147.69,700.45,2.48
16937975,1,35.18,30.10,-51.57,30.80,101.09,1635.48,2277.93,759.47,2.65
17009030,1,36.77,30.60,-56.67,30.30,101.09,1635.48,2450.19,860.57,2.90
17080086,1,38.84,31.20,-59.53,29.40,101.08,1635.48,2640.10,928.08,3.13
17151141,1,40.46,32.00,-63.19,28.40,101.08,1633.87,2268.59,773.72,2.66
17222197,1,36.98,32.00,-59.06,26.90,101.09,1632.26,1877.52,683.17,2.26
17293252,1,37.32,31.40,-44.33,27.90,101.09,1630.65,1488.94,583.20,1.84
17364307,1,35.75,30.80,-25.17,27.40,101.12,1632.26,1818.07,616.98,2.13
17435363,1,37.16,31.10,-43.37,28.20,101.09,1632.26,1676.25,583.78,1.98
17506418,1,35.20,30.70,-37.27,27.30,101.11,1633.87,1852.20,610.25,2.14
17577473,1,36.88,30.80,-45.56,28.00,101.09,1632.26,1756.94,621.46,2.09
17648528,1,37.95,31.10,-41.99,27.30,101.09,1632.26,1816.19,639.61,2.16
17719584,1,38.09,30.50,-44.70,28.00,101.09,1632.26,1802.59,655.56,2.17
17790639,1,37.38,30.50,-43.43,28.70,101.08,1633.87,1874.36,677.00,2.25
17861695,1,37.27,31.10,-47.08,27.80,101.08,1633.87,1874.27,689.20,2.26
17932750,1,38.11,31.50,-46.33,27.30,101.08,1633.87,1875.17,679.82,2.25
18003805,1,37.84,31.80,-46.93,27.40,101.08,1630.65,1433.70,573.66,1.79
18074860,1,35.46,30.90,-24.64,27.40,101.10,1627.42,1338.78,545.05,1.68
18145915,1,33.20,29.60,-18.03,27.90,101.10,1629.03,1468.52,570.12,1.81
18216971,1,33.21,29.50,-24.66,28.00,101.10,1630.65,1619.72,609.85,1.97
18288026,1,34.38,29.70,-32.64,28.90,101.10,1632.26,1872.05,682.36,2.25
18359081,1,36.41,29.80,-44.35,28.60,101.08,1633.87,2192.70,761.23,2.59
18430137,1,39.59,31.40,-55.97,28.40,101.07,1633.87,2311.62,809.07,2.74
18501192,1,40.00,31.30,-58.05,27.60,101.06,1632.26,2185.89,767.47,2.59
18572247,1,38.89,31.10,-55.62,27.20,101.06,1633.87,2129.95,770.24,2.55
18643302,1,39.80,31.40,-52.82,27.90,101.06,1632.26,1829.98,688.04,2.23
18714357,1,38.93,32.20,-42.12,26.80,101.07,1630.65,1540.19,615.98,1.92
18785412,1,36.91,32.10,-28.80,26.40,101.08,1630.65,1791.34,661.87,2.17
18856467,1,34.77,31.30,-38.91,27.00,101.07,1633.87,2113.38,739.31,2.50
18927522,1,35.98,31.80,-50.31,27.40,101.06,1633.87,2338.73,840.64,2.80
18998577,1,39.55,32.40,-56.45,27.60,101.04,1632.26,2032.94,777.38,2.49
19069632,1,39.36,32.00,-46.82,27.60,101.05,1630.65,1682.08,691.94,2.13
19140688,1,38.36,31.60,-31.36,27.60,101.07,1627.42,1266.95,583.73,1.68
19211743,1,35.09,31.10,-9.96,26.40,101.08,1625.81,1189.09,546.52,1.58
19282798,1,33.80,29.60,-4.48,28.10,101.08,1629.03,1417.56,591.54,1.80
19353853,1,34.52,29.30,-16.29,28.70,101.07,1629.03,1326.84,556.89,1.69
19424908,1,32.75,28.50,-11.95,29.20,101.08,1635.48,2368.94,687.89,2.62
19495963,1,35.05,29.90,-59.40,29.50,101.02,1635.48,2483.08,745.88,2.78
19567019,1,40.23,32.10,-60.95,28.70,101.01,1635.48,2397.09,734.92,2.70
19638074,1,40.55,32.00,-60.39,27.40,101.01,1635.48,2458.41,725.51,2.74
19709129,1,42.00,33.00,-62.00,27.50,101.00,1635.48,2508.71,760.08,2.82
19780184,1,42.91,33.10,-63.17,27.50,101.00,1635.48,2423.42,749.75,2.74
19851240,1,41.45,33.20,-62.59,26.50,101.00,1635.48,2201.48,757.66,2.59
19922295,1,40.98,33.40,-59.24,26.40,101.01,1633.87,2050.89,780.10,2.51
19993350,1,39.71,32.00,-55.31,26.50,101.01,1633.87,2118.03,867.63,2.67
20064405,1,42.89,33.80,-57.39,26.10,101.01,1635.48,2195.74,927.50,2.81
20135461,1,42.88,35.70,-58.70,26.70,101.00,1635.48,2355.35,979.88,2.99
20206515,1,41.45,35.00,-61.42,25.60,100.99,1635.48,2521.05,1056.60,3.21
20277570,1,42.48,34.60,-63.27,26.70,100.98,1637.10,2506.77,1024.91,3.16
20348625,1,42.20,36.00,-58.29,25.40,100.98,1635.48,2484.63,990.72,3.10
20419679,1,43.09,36.60,-37.95,24.50,100.97,1635.48,2466.76,964.41,3.05
20490734,1,43.29,35.90,-8.93,24.60,100.96,1633.87,2508.06,966.66,3.08
20561789,1,44.82,36.70,-0.18,25.10,100.97,1635.48,2354.69,912.85,2.90
20632844,1,44.73,36.70,4.04,25.60,100.97,1635.48,2432.49,928.89,2.98
